query,network_distribution,runtime
q3-v1.4,F,14.246990958
q3-v1.4,F,13.59390634
q3-v1.4,F,14.191945012999998
q3-v1.4,F,17.3846459
q3-v1.4,F,22.765089743000004
q3-v1.4,F,17.865676029
q3-v1.4,F,14.155431538
q3-v1.4,F,14.34855979
q3-v1.4,F,15.719240227999999
q3-v1.4,F,15.968147143999998
q3-v1.4,F,13.822456965999997
q3-v1.4,F,15.411703854999999
q3-v1.4,F,12.830574462
q3-v1.4,F,16.517891121
q3-v1.4,F,17.153837131
q3-v1.4,F,15.187200952000001
q3-v1.4,F,11.503968182000001
q3-v1.4,F,14.463663967
q3-v1.4,F,12.027894153
q3-v1.4,F,17.610724081999997
q3-v1.4,F,16.544299058999997
q3-v1.4,F,13.646903119
q3-v1.4,F,14.304221654
q3-v1.4,F,16.300154707
q3-v1.4,F,13.505152564999998
q3-v1.4,G,24.531216029
q3-v1.4,G,17.462912233
q3-v1.4,G,15.433919861
q3-v1.4,G,22.578689991
q3-v1.4,G,23.850470769000005
q3-v1.4,G,14.237435424999997
q3-v1.4,G,17.786115047000003
q3-v1.4,G,16.629187161999997
q3-v1.4,G,16.735369869
q3-v1.4,G,17.849783435000003
q3-v1.4,G,15.583929781999998
q3-v1.4,G,17.720365628999996
q3-v1.4,G,16.510793261000003
q3-v1.4,G,18.486678743
q3-v1.4,G,19.521155575000005
q3-v1.4,G,17.238141325999997
q3-v1.4,G,15.643602674000002
q3-v1.4,G,19.168812774000003
q3-v1.4,G,19.035329286999996
q3-v1.4,G,18.178375070999998
q3-v1.4,G,16.881554228
q3-v1.4,G,15.964453352
q3-v1.4,G,14.241959466
q3-v1.4,G,15.249361446000002
q3-v1.4,G,15.785686180999999
q3-v1.4,G,17.428067695000003
q3-v1.4,G,16.201803265
q3-v1.4,G,21.066149084
q3-v1.4,G,18.279888594
q3-v1.4,G,17.04011972
q3-v1.4,G,15.909909992000001
q3-v1.4,G,17.936276005
q3-v1.4,G,16.996107833000003
q3-v1.4,G,18.395481003999997
q3-v1.4,G,15.970384932
q3-v1.4,G,16.828240235
q3-v1.4,G,15.21685651
q3-v1.4,G,16.997869618
q3-v1.4,G,16.217893347
q3-v1.4,G,17.624521241
q3-v1.4,G,16.727255481999997
q3-v1.4,G,16.960461313
q3-v1.4,G,15.255088872
q3-v1.4,G,17.089494769000005
q3-v1.4,G,15.121716053000002
q3-v1.4,G,18.592639282
q3-v1.4,G,25.699338438999998
q3-v1.4,G,20.699192342
q3-v1.4,G,20.410523046999998
q3-v1.4,G,16.258264626000003
q3-v1.4,H,29.495919559999997
q3-v1.4,H,22.678711015
q3-v1.4,H,17.528063807000002
q3-v1.4,H,24.10648124
q3-v1.4,H,34.759443293000004
q3-v1.4,H,21.407065782
q3-v1.4,H,25.620987000000003
q3-v1.4,H,17.513147579000005
q3-v1.4,H,20.846090568
q3-v1.4,H,19.637075685
q3-v1.4,H,21.650042721000002
q3-v1.4,H,43.834771493000005
q3-v1.4,H,23.513537099999997
q3-v1.4,H,25.733095858000002
q3-v1.4,H,20.742894276999998
q3-v1.4,H,28.363582411
q3-v1.4,H,24.099888782
q3-v1.4,H,20.148288683
q3-v1.4,H,27.060539646000002
q3-v1.4,H,18.830377629
q3-v1.4,H,24.346580422000002
q3-v1.4,H,24.971051899000003
q3-v1.4,H,28.266745149000002
q3-v1.4,H,22.251089324
q3-v1.4,H,31.238016896999998
q3-v1.4,H,30.470935670000003
q3-v1.4,H,17.681276247000003
q3-v1.4,H,22.503260027
q3-v1.4,H,19.906084765
q3-v1.4,H,18.082030045
q3-v1.4,H,17.986226082
q3-v1.4,H,22.734822268
q3-v1.4,H,22.457068746
q3-v1.4,H,25.270099872000003
q3-v1.4,H,20.208256973000005
q3-v1.4,H,18.939150332999997
q3-v1.4,H,14.748268894
q3-v1.4,H,21.665685460000006
q3-v1.4,H,22.658488244999997
q3-v1.4,H,21.052159086
q3-v1.4,H,19.291395329
q3-v1.4,H,20.280620392999996
q3-v1.4,H,18.446233879
q3-v1.4,H,22.810699866000004
q3-v1.4,H,18.112788545
q3-v1.4,H,19.506490016
q3-v1.4,H,21.194804904
q3-v1.4,H,20.233715059999998
q3-v1.4,H,19.606487283000003
q3-v1.4,H,21.0565868
q53-v1.4,A,44.296459353
q53-v1.4,A,45.283932918
q53-v1.4,A,36.887190413000006
q53-v1.4,A,34.616418380000006
q53-v1.4,A,71.087264031
q53-v1.4,A,35.040331093
q53-v1.4,A,32.092369189
q53-v1.4,A,58.484713447000004
q53-v1.4,A,38.466640084
q53-v1.4,A,31.145679016
q53-v1.4,A,40.114481403000006
q53-v1.4,A,39.626879661
q53-v1.4,A,39.261408542
q53-v1.4,A,34.37607238
q53-v1.4,A,37.37009914899999
q53-v1.4,A,37.25976129800001
q53-v1.4,A,30.750821820000006
q53-v1.4,A,42.278557293
q53-v1.4,A,46.41503216300001
q53-v1.4,A,29.540496995999998
q53-v1.4,A,38.811888115
q53-v1.4,A,40.859829182999995
q53-v1.4,A,37.27350829
q53-v1.4,A,32.058607657
q53-v1.4,A,40.218208800999996
q53-v1.4,A,36.132965616
q53-v1.4,A,33.342778104000004
q53-v1.4,A,66.042111338
q53-v1.4,A,45.249935207
q53-v1.4,A,51.424869007
q53-v1.4,A,39.049308475000004
q53-v1.4,A,33.553232252
q53-v1.4,A,34.524245933
q53-v1.4,A,53.370911585
q53-v1.4,A,48.310341791000006
q53-v1.4,A,40.682529341000006
q53-v1.4,A,35.660167295
q53-v1.4,A,38.910300442
q53-v1.4,A,29.297953083999996
q53-v1.4,A,36.65518408999999
q53-v1.4,A,81.897422275
q53-v1.4,A,57.407115622
q53-v1.4,A,44.67001908399999
q53-v1.4,A,36.901336068000006
q53-v1.4,A,50.324407199
q53-v1.4,A,56.085663378999996
q53-v1.4,A,35.113666486999996
q53-v1.4,A,50.58315188500001
q53-v1.4,A,44.513238365
q53-v1.4,A,31.926217171999998
q53-v1.4,B,16.685915870000002
q53-v1.4,B,14.33612176
q53-v1.4,B,12.381916333
q53-v1.4,B,17.623236696
q53-v1.4,B,14.632175676000001
q53-v1.4,B,15.192714999
q53-v1.4,B,14.466974099000003
q53-v1.4,B,11.90720054
q53-v1.4,B,13.057304629
q53-v1.4,B,16.360323419
q53-v1.4,B,14.834734507
q53-v1.4,B,16.032000749
q53-v1.4,B,14.896517245
q53-v1.4,B,15.510933781000002
q53-v1.4,B,14.163055053999999
q53-v1.4,B,13.436564996000001
q53-v1.4,B,16.592219688000004
q53-v1.4,B,14.77269621
q53-v1.4,B,15.361247945999999
q53-v1.4,B,13.573455074
q53-v1.4,B,14.89079837
q53-v1.4,B,14.344919215
q53-v1.4,B,12.090509079999999
q53-v1.4,B,16.480809697
q53-v1.4,B,13.174344339
q53-v1.4,B,17.338877653999997
q53-v1.4,B,14.226885029
q53-v1.4,B,13.203879171999999
q53-v1.4,B,11.972896133999999
q53-v1.4,B,12.975330867999999
q53-v1.4,B,12.932178447
q53-v1.4,B,12.181425048
q53-v1.4,B,13.653842369
q53-v1.4,B,13.754553254
q53-v1.4,B,13.409631838
q53-v1.4,B,15.112997459000002
q53-v1.4,B,12.336703183
q53-v1.4,B,15.053465751
q53-v1.4,B,15.013401196
q53-v1.4,B,12.228170046999999
q53-v1.4,B,17.846505863
q53-v1.4,B,16.419284458000003
q53-v1.4,B,12.958815863
q53-v1.4,B,13.152718103000002
q53-v1.4,B,14.391858389
q53-v1.4,B,13.165784392
q53-v1.4,B,13.604078859000001
q53-v1.4,B,14.980347107
q53-v1.4,B,16.499130954
q53-v1.4,B,14.835452819
q53-v1.4,C,10.183428147
q53-v1.4,C,12.056678088999996
q53-v1.4,C,10.503779465
q53-v1.4,C,10.609206216
q53-v1.4,C,11.071994514
q53-v1.4,C,10.19274755
q53-v1.4,C,11.19562367
q53-v1.4,C,9.786843696000002
q53-v1.4,C,9.835734172999997
q53-v1.4,C,9.548118042
q53-v1.4,C,10.109973884
q53-v1.4,C,10.637381499000002
q53-v1.4,C,9.827943013
q53-v1.4,C,8.937814313999999
q53-v1.4,C,12.018609480999997
q53-v1.4,C,9.122692192
q53-v1.4,C,9.92099522
q53-v1.4,C,9.991037431999999
q53-v1.4,C,8.519167599000003
q53-v1.4,C,9.044054361999999
q53-v1.4,C,9.254473453000001
q53-v1.4,C,10.404764665999998
q53-v1.4,C,9.503855568
q53-v1.4,C,9.699675667
q53-v1.4,C,9.392953801999997
q53-v1.4,C,9.655139092
q53-v1.4,C,10.738678786999998
q53-v1.4,C,9.273571771999999
q53-v1.4,C,10.899326297000002
q53-v1.4,C,10.490466081
q53-v1.4,C,9.983216700999998
q53-v1.4,C,9.800663797999999
q53-v1.4,C,10.551260763999998
q53-v1.4,C,9.513107938
q53-v1.4,C,10.664541556
q53-v1.4,C,9.243625121999997
q53-v1.4,C,9.572527640999999
q53-v1.4,C,9.374827291999997
q53-v1.4,C,10.336141167999997
q53-v1.4,C,8.702152929999999
q53-v1.4,C,11.828771863999998
q53-v1.4,C,8.743838892
q53-v1.4,C,10.946673272999998
q53-v1.4,C,10.805278404999997
q53-v1.4,C,8.724655238999999
q53-v1.4,C,10.201413134000001
q53-v1.4,C,8.840099733
q53-v1.4,C,9.705983250999997
q53-v1.4,C,8.89804799
q53-v1.4,C,12.181855878999999
q53-v1.4,D,39.614985186999995
q53-v1.4,D,40.172822978000006
q53-v1.4,D,39.679876099999994
q53-v1.4,D,35.94602589899999
q53-v1.4,D,35.014630671
q53-v1.4,D,42.398695756
q53-v1.4,D,43.007991964
q53-v1.4,D,38.49912178100001
q53-v1.4,D,40.743636551
q53-v1.4,D,39.72030128000001
q53-v1.4,D,40.971635537
q53-v1.4,D,44.598417604
q53-v1.4,D,39.056756738
q53-v1.4,D,41.987489118
q53-v1.4,D,42.080241707999996
q53-v1.4,D,39.567500491000004
q53-v1.4,D,37.05063704999999
q53-v1.4,D,44.309296494
q53-v1.4,D,38.957170585
q53-v1.4,D,39.40453081999999
q53-v1.4,D,37.60156128499999
q53-v1.4,D,38.78587691999999
q53-v1.4,D,60.442300409000005
q53-v1.4,D,38.415624547
q53-v1.4,D,38.471503596000005
q53-v1.4,D,42.949283089999994
q53-v1.4,D,42.24070703899999
q53-v1.4,D,41.087587827
q53-v1.4,D,37.449696360999994
q53-v1.4,D,41.04731584900001
q53-v1.4,D,39.857798477
q53-v1.4,D,41.083141046
q53-v1.4,D,43.482104806
q53-v1.4,D,39.038958961000006
q53-v1.4,D,38.50614138
q53-v1.4,D,42.209332802000006
q53-v1.4,D,43.722803176
q53-v1.4,D,40.745483377
q53-v1.4,D,40.124083311
q53-v1.4,D,37.632435210000004
q53-v1.4,D,39.859799569
q53-v1.4,D,38.299648735999995
q53-v1.4,D,40.722712033
q53-v1.4,D,40.454317906
q53-v1.4,D,39.63089965200001
q53-v1.4,D,47.934062536
q53-v1.4,D,36.76487628900001
q53-v1.4,D,35.515804956000004
q53-v1.4,D,38.704847907
q53-v1.4,D,45.487856136000005
q53-v1.4,E,11.954296006999998
q53-v1.4,E,10.147726335
q53-v1.4,E,9.340061931000001
q53-v1.4,E,10.37757241
q53-v1.4,E,11.076005085999997
q53-v1.4,E,9.120485414000001
q53-v1.4,E,10.575426072
q53-v1.4,E,9.565592522000001
q53-v1.4,E,9.19629477
q53-v1.4,E,9.620630962999998
q53-v1.4,E,9.442145762000003
q53-v1.4,E,9.270963490999998
q53-v1.4,E,9.307622740000001
q53-v1.4,E,11.496715165000001
q53-v1.4,E,9.443688144000001
q53-v1.4,E,9.041548055
q53-v1.4,E,10.452694565000002
q53-v1.4,E,9.435170716999998
q53-v1.4,E,9.072230964000001
q53-v1.4,E,9.360370654999999
q53-v1.4,E,9.358480387
q53-v1.4,E,9.005011961000001
q53-v1.4,E,9.240685477
q53-v1.4,E,9.955745585999999
q53-v1.4,E,10.130668096
q53-v1.4,E,9.008979122000001
q53-v1.4,E,10.10491793
q53-v1.4,E,9.709655787
q53-v1.4,E,8.78680852
q53-v1.4,E,10.964446936
q53-v1.4,E,9.204645014999999
q53-v1.4,E,9.669523018000001
q53-v1.4,E,9.65597588
q53-v1.4,E,9.998677754
q53-v1.4,E,9.489399045000003
q53-v1.4,E,10.001879342000002
q53-v1.4,E,10.09042904
q53-v1.4,E,9.764148184
q53-v1.4,E,9.603708965
q53-v1.4,E,10.404099690999997
q53-v1.4,E,9.567665234
q53-v1.4,E,8.913954423000002
q53-v1.4,E,9.134955515000001
q53-v1.4,E,9.474510518999999
q53-v1.4,E,10.358462437000002
q53-v1.4,E,9.607259452
q53-v1.4,E,8.678280685999999
q53-v1.4,E,8.831262652
q53-v1.4,E,8.678345208000001
q53-v1.4,E,9.095043889000001
q53-v1.4,F,13.32973726
q53-v1.4,F,12.807432442
q53-v1.4,F,13.179194067000001
q53-v1.4,F,14.058169478000002
q53-v1.4,F,14.33777115
q53-v1.4,F,13.793837049
q53-v1.4,F,11.234083431
q53-v1.4,F,11.745533266
q53-v1.4,F,11.335213026
q53-v1.4,F,14.215173716
q53-v1.4,F,12.110692407999998
q53-v1.4,F,15.081448743
q53-v1.4,F,12.879852604999998
q53-v1.4,F,9.987896256
q53-v1.4,F,14.905445278
q53-v1.4,F,11.057779089000002
q53-v1.4,F,13.087299406
q53-v1.4,F,10.368172888
q53-v1.4,F,12.023432793
q53-v1.4,F,12.431483313
q53-v1.4,F,12.764447523000001
q53-v1.4,F,11.054377806
q53-v1.4,F,10.893256244999998
q53-v1.4,F,14.263146179
q53-v1.4,F,13.877720061
q53-v1.4,F,12.013070399
q53-v1.4,F,12.959088345999998
q53-v1.4,F,9.838391468000001
q53-v1.4,F,12.777023380000001
q53-v1.4,F,13.534686815
q53-v1.4,F,12.785441866
q53-v1.4,F,13.792024108
q53-v1.4,F,10.555841367000003
q53-v1.4,F,14.640845178
q53-v1.4,F,11.661962244
q53-v1.4,F,13.869732313999998
q53-v1.4,F,11.875296204999998
q53-v1.4,F,14.149706397000001
q53-v1.4,F,15.962042526000001
q53-v1.4,F,14.78172375
q53-v1.4,F,11.940574293999997
q53-v1.4,F,12.908874719000002
q53-v1.4,F,11.540651401000002
q53-v1.4,F,13.667541749
q53-v1.4,F,11.679814810000002
q53-v1.4,F,14.693548527999999
q53-v1.4,F,11.749912833999998
q53-v1.4,F,12.276832748
q53-v1.4,F,14.189384234999999
q53-v1.4,F,10.371039163000003
q53-v1.4,G,15.351798097
q53-v1.4,G,15.877349079
q53-v1.4,G,14.460604251000001
q53-v1.4,G,15.413923674000001
q53-v1.4,G,15.544858109
q53-v1.4,G,14.264403566999999
q53-v1.4,G,15.016992806000001
q53-v1.4,G,14.100289387
q53-v1.4,G,17.346120681000006
q53-v1.4,G,15.240889372000002
q53-v1.4,G,13.500849348
q53-v1.4,G,13.101313048999998
q53-v1.4,G,15.685980752999999
q53-v1.4,G,13.792771848
q53-v1.4,G,13.658713837999999
q53-v1.4,G,15.229355556999998
q53-v1.4,G,13.940002007000002
q53-v1.4,G,12.807910978
q53-v1.4,G,13.395642007000001
q53-v1.4,G,14.743207338
q53-v1.4,G,17.591085724999996
q53-v1.4,G,14.609802722000001
q53-v1.4,G,14.639437847
q53-v1.4,G,14.602163871
q53-v1.4,G,15.124623665999998
q53-v1.4,G,14.60936492
q53-v1.4,G,14.517062442999997
q53-v1.4,G,13.138794381
q53-v1.4,G,14.049218658000001
q53-v1.4,G,13.496975002
q53-v1.4,G,12.341692078000001
q53-v1.4,G,15.38407891
q53-v1.4,G,14.074246945999999
q53-v1.4,G,13.399460716
q53-v1.4,G,15.27868368
q53-v1.4,G,14.578992778
q53-v1.4,G,14.704742066000001
q53-v1.4,G,14.080683966999997
q53-v1.4,G,15.483517267000002
q53-v1.4,G,13.322408534000001
q53-v1.4,G,14.431883100999999
q53-v1.4,G,13.664162378000002
q53-v1.4,G,13.97237352
q53-v1.4,G,13.047912187999998
q53-v1.4,G,14.295772538
q53-v1.4,G,13.721584760999999
q53-v1.4,G,14.852669635999998
q53-v1.4,G,15.224846495999998
q53-v1.4,G,13.436490956
q53-v1.4,G,14.823352016000001
q53-v1.4,H,16.440197710999996
q53-v1.4,H,20.619601113
q53-v1.4,H,21.148877333999998
q53-v1.4,H,28.717740188
q53-v1.4,H,22.143370759
q53-v1.4,H,22.195830917000002
q53-v1.4,H,19.866442508
q53-v1.4,H,16.514730194999995
q53-v1.4,H,19.758166405999997
q53-v1.4,H,19.915227993000002
q53-v1.4,H,16.13629487
q53-v1.4,H,21.380398994
q53-v1.4,H,17.631437573000003
q53-v1.4,H,17.930599732
q53-v1.4,H,25.045101128000002
q53-v1.4,H,19.559158409000002
q53-v1.4,H,18.385661062
q53-v1.4,H,18.237051437999998
q53-v1.4,H,22.572795105999997
q53-v1.4,H,18.669633264999998
q53-v1.4,H,18.854482120999997
q53-v1.4,H,17.286769365
q53-v1.4,H,21.316955151000002
q53-v1.4,H,28.341295214000002
q53-v1.4,H,19.249050332999996
q53-v1.4,H,22.491702864
q53-v1.4,H,22.000234340000002
q53-v1.4,H,21.802947000999996
q53-v1.4,H,18.683594423999995
q53-v1.4,H,18.458102103999995
q53-v1.4,H,15.973301292
q53-v1.4,H,19.920672256000003
q53-v1.4,H,25.113581664999998
q53-v1.4,H,17.660559989000003
q53-v1.4,H,21.348318145
q53-v1.4,H,20.972351749999998
q53-v1.4,H,18.595821547
q53-v1.4,H,20.308589057000002
q53-v1.4,H,20.165822726000002
q53-v1.4,H,21.581024867999997
q53-v1.4,H,14.556271345999999
q53-v1.4,H,19.539879058999997
q53-v1.4,H,15.957522865000003
q53-v1.4,H,22.427547215
q53-v1.4,H,20.34878466
q53-v1.4,H,21.208780613000002
q53-v1.4,H,16.924909867
q53-v1.4,H,21.895571808
q53-v1.4,H,17.387515265
q53-v1.4,H,23.713479983
q68-v1.4,A,84.97211334399998
q68-v1.4,A,80.80919080799998
q68-v1.4,A,71.537956263
q68-v1.4,A,68.49733656199999
q68-v1.4,A,76.09072177899999
q68-v1.4,A,87.54077009199997
q68-v1.4,A,74.75949305900002
q68-v1.4,A,78.839452881
q68-v1.4,A,82.516960201
q68-v1.4,A,83.210528708
q68-v1.4,A,79.844124288
q68-v1.4,A,89.97539363400003
q68-v1.4,A,67.978649017
q68-v1.4,A,81.022710983
q68-v1.4,A,85.868380689
q68-v1.4,A,75.26986484300001
q68-v1.4,A,91.85745048300001
q68-v1.4,A,77.376648336
q68-v1.4,A,83.696706107
q68-v1.4,A,77.36089009199999
q68-v1.4,A,82.77308442100001
q68-v1.4,A,72.341386935
q68-v1.4,A,86.58837199800001
q68-v1.4,A,71.25265754800002
q68-v1.4,A,79.612030203
q68-v1.4,A,123.55398670500001
q68-v1.4,A,77.02699882200001
q68-v1.4,A,82.48760387700001
q68-v1.4,A,86.73470819300002
q68-v1.4,A,66.65039983099999
q68-v1.4,A,88.30314388299999
q68-v1.4,A,101.703786853
q68-v1.4,A,94.773094244
q68-v1.4,A,86.81796882399999
q68-v1.4,A,87.23490764499999
q68-v1.4,A,87.039863346
q68-v1.4,A,78.74716667199999
q68-v1.4,A,76.412809748
q68-v1.4,A,77.35960378900002
q68-v1.4,A,76.06456792300001
q68-v1.4,A,70.21866592499998
q68-v1.4,A,90.830620916
q68-v1.4,A,75.24249513600002
q68-v1.4,A,86.93821103
q68-v1.4,A,81.355827156
q68-v1.4,A,68.53077825499999
q68-v1.4,A,167.34448322
q68-v1.4,A,81.218459111
q68-v1.4,A,77.62725253800002
q68-v1.4,A,80.60047674
q68-v1.4,B,33.457164106
q68-v1.4,B,34.388434327000006
q68-v1.4,B,31.945424727
q68-v1.4,B,31.809194167999998
q68-v1.4,B,40.227289622
q68-v1.4,B,34.535307501000005
q68-v1.4,B,35.18485863800001
q68-v1.4,B,31.037490736999995
q68-v1.4,B,34.761144067000004
q68-v1.4,B,37.82056059500001
q68-v1.4,B,32.639738842999996
q68-v1.4,B,31.678534978999995
q68-v1.4,B,38.456609197000006
q68-v1.4,B,41.23446568
q68-v1.4,B,35.88496038199999
q68-v1.4,B,34.395288769
q68-v1.4,B,35.627037796
q68-v1.4,B,45.136801604
q68-v1.4,B,33.039273641
q68-v1.4,B,31.724938578
q68-v1.4,B,36.937849821
q68-v1.4,B,38.894597006999994
q68-v1.4,B,30.691618993999995
q68-v1.4,B,40.43686745400001
q68-v1.4,B,35.48824552800001
q68-v1.4,B,34.643019110000004
q68-v1.4,B,38.205032046999996
q68-v1.4,B,33.25024311600001
q68-v1.4,B,38.136866514000005
q68-v1.4,B,30.897392865999997
q68-v1.4,B,34.371082961000006
q68-v1.4,B,36.620596545000005
q68-v1.4,B,32.845674034000005
q68-v1.4,B,34.67172475499999
q68-v1.4,B,39.501356242
q68-v1.4,B,33.704063981
q68-v1.4,B,35.37867786400001
q68-v1.4,B,36.450231151
q68-v1.4,B,44.612604667
q68-v1.4,B,37.682602583
q68-v1.4,B,33.291119220000006
q68-v1.4,B,29.816491265
q68-v1.4,B,33.117787004
q68-v1.4,B,44.91561971900001
q68-v1.4,B,32.321501854999994
q68-v1.4,B,35.13274541299999
q68-v1.4,B,36.828027032
q68-v1.4,B,36.015109620999986
q68-v1.4,B,38.690776660000004
q68-v1.4,B,34.244990073000004
q68-v1.4,C,25.577794642
q68-v1.4,C,26.154117490000004
q68-v1.4,C,24.042298346
q68-v1.4,C,24.967820793999998
q68-v1.4,C,25.081991786
q68-v1.4,C,26.010563353000002
q68-v1.4,C,27.870298069
q68-v1.4,C,26.61952733
q68-v1.4,C,26.588749343
q68-v1.4,C,28.434804422
q68-v1.4,C,23.463498791999996
q68-v1.4,C,26.041857774
q68-v1.4,C,23.460402506999998
q68-v1.4,C,24.948392372
q68-v1.4,C,27.591624308000004
q68-v1.4,C,23.676260739999996
q68-v1.4,C,27.251703125
q68-v1.4,C,26.558928879000003
q68-v1.4,C,25.491400561000003
q68-v1.4,C,26.269094239999998
q68-v1.4,C,25.070305509999997
q68-v1.4,C,25.039958014000003
q68-v1.4,C,24.664965152999997
q68-v1.4,C,26.374197239
q68-v1.4,C,26.376052436
q68-v1.4,C,26.37118224
q68-v1.4,C,27.553796125000005
q68-v1.4,C,25.619547723
q68-v1.4,C,26.843235050000004
q68-v1.4,C,27.995397888
q68-v1.4,C,28.802251729999995
q68-v1.4,C,31.250311234
q68-v1.4,C,25.486176348999997
q68-v1.4,C,27.080148033999997
q68-v1.4,C,26.300886009
q68-v1.4,C,24.483310486999997
q68-v1.4,C,29.354685223999997
q68-v1.4,C,24.484950069000003
